id,userid,uploaded_time,QR Scanner,Machine ID,Original Factory,Original Sub Factory,Original Line,Original Section,Operation,New Section,New Line,New Sub Factory,New Factory,Approval,Final Factory,Final Sub Factory,Final New Line,Final Section,Cost,Budget For Maintainance ,SourceSheet
395,Gopal,2024-05-13 10:50:28,,OL 031_1211975,Laguna Clothing A,Factory-3,Line-6,Assembly,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,1000,50,Line 6
390,Gopal,2024-05-11 17:17:17,"{""machine_id"":""BH 049_PL0TF00008""}",BH 049_PL0TF00008,Laguna Clothing A,Factory-3,Line-7,Front,,Front,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Front,4000,200,Line 6
379,Gopal,2024-05-11 16:36:19,,NF 222_2D3RD00706,Laguna Clothing A,Factory-3,Line-6,Cuff,,Collar,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Collar,2000,100,Line 6
377,Gopal,2024-05-11 16:34:59,,NF 221_2D3RD00696,Laguna Clothing A,Factory-3,Line-7,Collar,,Collar,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Collar,2000,100,Line 6
260,Lingesh,2024-04-11 16:26:49,"{""machine_id"":""Folding table  040_100""}",Folding table  040_100,Laguna Clothing A,Factory-3,Line-6,Finishing,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
259,Lingesh,2024-04-11 16:25:12,"{""machine_id"":""Folding table  038_104""}",Folding table  038_104,Laguna Clothing A,Factory-3,Line-6,Finishing,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
258,Lingesh,2024-04-11 16:22:51,"{""machine_id"":""Folding table  036_1773""}",Folding table  036_1773,Laguna Clothing A,Factory-3,Line-6,Finishing,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
257,Lingesh,2024-04-11 16:22:24,"{""machine_id"":""Folding table  036_1773""}",Folding table  036_1773,Laguna Clothing A,Factory-3,Line-6,Finishing,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
250,Lingesh,2024-04-11 15:54:47,"{""machine_id"":""NS IT 026_3305""}",NS IT 026_3305,Laguna Clothing A,Factory-3,Line-6,,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
248,Lingesh,2024-04-11 15:54:16,"{""machine_id"":""NS IT 025_3320""}",NS IT 025_3320,Laguna Clothing A,Factory-3,Line-6,,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
246,Lingesh,2024-04-11 15:53:41,"{""machine_id"":""NS IT 24_3318""}",NS IT 24_3318,Laguna Clothing A,Factory-3,Line-6,,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
245,Lingesh,2024-04-11 15:53:11,"{""machine_id"":""NS IT 023_3291""}",NS IT 023_3291,Laguna Clothing A,Factory-3,Line-6,,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
243,Lingesh,2024-04-11 15:52:44,"{""machine_id"":""NS IT 022_3317""}",NS IT 022_3317,Laguna Clothing A,Factory-3,Line-6,,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
242,Lingesh,2024-04-11 15:52:01,"{""machine_id"":""NS IT 021_3303""}",NS IT 021_3303,Laguna Clothing A,Factory-3,Line-6,,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
240,Lingesh,2024-04-11 15:51:07,"{""machine_id"":""THREAD SUCKING M/C 004_RAMSON 2""}",THREAD SUCKING M/C 004_RAMSON 2,Laguna Clothing A,Factory-3,Line-7,Finishing,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
238,Lingesh,2024-04-11 15:50:35,"{""machine_id"":""SS IT 022_22""}",SS IT 022_22,Laguna Clothing A,Factory-3,Line-6,Finishing,,Finishing,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Finishing,,0,Line 6
199,Lingesh,2024-04-11 15:13:54,"{""machine_id"":""CUFF BLOCKIM M/C 004_2892""}",CUFF BLOCKIM M/C 004_2892,Laguna Clothing A,Factory-3,Line-6,Cuff,,Cuff,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Cuff,4200,210,Line 6
198,Lingesh,2024-04-11 15:12:41,"{""machine_id"":""RD IT 015_12G36149""}",RD IT 015_12G36149,Laguna Clothing A,Factory-2,Line-4,,,Cuff,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Cuff,,0,Line 6
197,Lingesh,2024-04-11 15:11:51,"{""machine_id"":""RD IT 026_12H36265""}",RD IT 026_12H36265,Laguna Clothing A,Factory-3,Line-6,,,Cuff,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Cuff,,0,Line 6
196,Lingesh,2024-04-11 15:10:25,"{""machine_id"":""Collar Contour trimmer 006_1854""}",Collar Contour trimmer 006_1854,Laguna Clothing A,Factory-3,Line-6,,,Collar,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Collar,,0,Line 6
194,Lingesh,2024-04-11 15:09:46,"{""machine_id"":""NS IT 016_3311""}",NS IT 016_3311,Laguna Clothing A,Factory-3,Line-6,,,Collar,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Collar,,0,Line 6
193,Lingesh,2024-04-11 15:08:59,"{""machine_id"":""SELF FOLDING M/C 005_188""}",SELF FOLDING M/C 005_188,Laguna Clothing A,Factory-3,Line-6,Finishing,,Front,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Front,14000,700,Line 6
192,Lingesh,2024-04-11 15:06:51,"{""machine_id"":""NS IT 037_3296""}",NS IT 037_3296,Laguna Clothing A,Factory-3,Line-7,,,Front,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Front,,0,Line 6
191,Lingesh,2024-04-11 15:05:45,"{""machine_id"":""NS IT 017_3300""}",NS IT 017_3300,Laguna Clothing A,Factory-3,Line-6,,,Front,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Front,,0,Line 6
187,Lingesh,2024-04-11 15:02:41,"{""machine_id"":""NS IT 019_3306""}",NS IT 019_3306,Laguna Clothing A,Factory-3,Line-6,,,Collar,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Collar,,0,Line 6
186,Lingesh,2024-04-11 15:01:02,"{""machine_id"":""CUFF BLOCKIM M/C 004_2892""}",CUFF BLOCKIM M/C 004_2892,Laguna Clothing A,Factory-3,Line-6,,,Cuff,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Cuff,4200,210,Line 6
130,Gopal,2024-04-03 15:47:40,"{""machine_id"":""PATTREN SEWER  M/C 001_#N/A""}",PATTREN SEWER  M/C 001_#N/A,Laguna Clothing A,Factory-3,Line-6,Sleeve,,Back,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Back,,0,Line 6
128,Naveen S,2024-04-03 15:46:32,"{""machine_id"":""OL 017_RMORA03552""}",OL 017_RMORA03552,Laguna Clothing A,Factory-3,Line-6,Assembly,,Cuff,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Cuff,1000,50,Line 6
127,Gopal,2024-04-03 15:45:23,"{""machine_id"":""BS 034_2L1RE00236""}",BS 034_2L1RE00236,Laguna Clothing A,Factory-3,Line-6,Front,,Sleeve,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Sleeve,3900,195,Line 6
126,Gopal,2024-04-03 15:44:37,"{""machine_id"":""DNLS 003_8L3QK00426""}",DNLS 003_8L3QK00426,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Back,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Back,2500,125,Line 6
124,Naveen S,2024-04-03 15:41:46,"{""machine_id"":""BH 038_PL0RG00185""}",BH 038_PL0RG00185,Laguna Clothing A,Factory-3,Line-6,Sleeve,,Collar,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Collar,4000,200,Line 6
123,Gopal,2024-04-03 15:38:50,"{""machine_id"":""DF 227_8D0RA03745""}",DF 227_8D0RA03745,Laguna Clothing A,Factory-3,Line-6,Back,,Front,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Front,1000,50,Line 6
94,Gopal,2024-04-03 15:20:46,"{""machine_id"":""OL 025_1274267""}",OL 025_1274267,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Assembly,1000,50,Line 6
88,Gopal,2024-04-03 15:17:05,,DNCS 029_3M1RD00129,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Assembly,2500,125,Line 6
76,Gopal,2024-04-03 14:52:58,"{""machine_id"":""NF 243_2D3RD00727""}",NF 167_2D3GC00387,Laguna Clothing A,Factory-3,LINE-6,Back,,Assembly,Line-6,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-6,Assembly,2000,100,Line 6
2675,Yogesh,2025-04-05 17:20:43,"{""machine_id"":""BUTTON FEEDER M/C 014_1264VE028""}",BUTTON FEEDER M/C 014_1264VE028,Laguna Clothing A,Factory-2,Line-5,Cuff,CUFF BUTTON SEWING (2 BUTTON IN SHIRT),Cuff,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Cuff,,0,Line 7
2668,Gopal,2025-04-02 11:59:42,"{""machine_id"":""FRONT PLACKET 010_1116580""}",FRONT PLACKET 010_1116580,Laguna Clothing A,Factory-2,Line-6,Front,RIGHT & LEFT PANNEL ATTACH,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,14000,700,Line 7
2419,NAVEEN P,2025-03-18 17:04:24,,BH 034_PL0QL00777,Laguna Clothing A,Factory-3,line-8,Front,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,4000,200,Line 7
2383,Jeevaraj P,2025-03-04 15:49:07,,OL 010_RMOQD01822,Laguna Clothing A,Factory 1,Line-2,Cuff,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2382,Jeevaraj P,2025-03-04 15:48:36,,OL 040_0373376,Laguna Clothing A,Factory 1,Line-3,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2381,Jeevaraj P,2025-03-04 15:47:26,,OL 030_1244212,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2380,Jeevaraj P,2025-03-04 15:47:06,,CA 013_2D4FJ00166,Laguna Clothing A,Factory-3,line-8,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,,0,Line 7
2379,Jeevaraj P,2025-03-04 15:44:57,,BS 045_2L1QM00403,Laguna Clothing A,Factory-3,Line-7,Cuff,,Cuff,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Cuff,3900,195,Line 7
2371,Jeevaraj P,2025-03-04 15:13:18,,BS 023_2L1QM00520,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,3900,195,Line 7
2369,Ravi Kiran,2025-03-04 12:04:12,"{""machine_id"":""BS 045_2L1QM00403""}",BS 045_2L1QM00403,Laguna Clothing A,Factory-3,Line-7,Assembly,,Cuff,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Cuff,3900,195,Line 7
2368,Ravi Kiran,2025-03-04 11:40:57,,OL 009_RMOQM07823,Laguna Clothing A,2nd floor,2ND FLOOR,2ND FLOOR,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2367,Ravi Kiran,2025-03-04 11:38:10,"{""machine_id"":""OL 008_RMORA01190""}",OL 008_RMORA01190,Laguna Clothing A,Factory 1,Line-3,Back,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2366,Ravi Kiran,2025-03-04 11:34:13,"{""machine_id"":""BS 025_2L1QJ01799""}",BS 025_2L1QJ01799,Laguna Clothing A,Factory-2,Line-4,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,3900,195,Line 7
2365,Ravi Kiran,2025-03-04 11:33:08,"{""machine_id"":""BUTTON FEEDER M/C 016_1264VE011""}",BUTTON FEEDER M/C 016_1264VE011,Laguna Clothing A,2nd floor,2ND FLOOR,IDLE SEC,,Collar,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Collar,,0,Line 7
2364,Ravi Kiran,2025-03-04 11:32:40,"{""machine_id"":""BS 019_2L1RE00425""}",BS 019_2L1RE00425,Laguna Clothing A,Factory-3,Line-7,Assembly,,Collar,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Collar,3900,195,Line 7
2363,Ravi Kiran,2025-03-04 11:25:22,"{""machine_id"":""OL 047_E211202276""}",OL 047_E211202276,Laguna Clothing A,sampling unit,2ND FLOOR,SAMPLING SEC,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2362,Ravi Kiran,2025-03-04 11:24:16,"{""machine_id"":""OL 035_RMOQD01751""}",OL 035_RMOQD01751,Laguna Clothing A,2nd floor,2ND FLOOR,2ND FLOOR,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2361,Ravi Kiran,2025-03-04 10:31:11,"{""machine_id"":""NF 152_2D3GH00234""}",NF 152_2D3GH00234,Laguna Clothing A,Factory-3,Line-7,Assembly,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,2000,100,Line 7
2360,Ravi Kiran,2025-03-04 10:27:55,"{""machine_id"":""NF 160_2D3GH00226""}",NF 160_2D3GH00226,Laguna Clothing A,Factory-3,Line-7,Assembly,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,2000,100,Line 7
2359,Ravi Kiran,2025-03-04 10:22:07,"{""machine_id"":""EC 022_PD2RA00038""}",EC 022_PD2RA00038,Laguna Clothing A,Factory-3,Line-7,Cuff,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,,0,Line 7
2358,Ravi Kiran,2025-03-04 10:12:56,"{""machine_id"":""OL 006_6MORA03663""}",OL 006_6MORA03663,Laguna Clothing A,2nd floor,2ND FLOOR,Finishing,,Collar,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Collar,1000,50,Line 7
2352,Ravi Kiran,2025-03-04 10:01:54,"{""machine_id"":""OL 043_E211201100""}",OL 043_E211201100,Laguna Clothing A,Factory-3,Line-7,Assembly,,Collar,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Collar,1000,50,Line 7
2351,Ravi Kiran,2025-03-04 10:00:38,"{""machine_id"":""OL 021_RMORA01236""}",OL 021_RMORA01236,Laguna Clothing A,Factory-3,Line-7,Assembly,,Collar,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Collar,1000,50,Line 7
2350,Naveen S,2025-03-04 09:18:48,"{""machine_id"":""BH 028_PL0RG00197""}",BH 028_PL0RG00197,Laguna Clothing A,Factory-2,Line-4,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,4000,200,Line 7
2340,Naveen S,2025-03-03 15:33:46,"{""machine_id"":""DNCS 011_1220767""}",DNCS 011_1220767,Laguna Clothing A,2nd floor,2ND FLOOR,2ND FLOOR,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,2500,125,Line 7
2339,NAVEEN P,2025-03-03 15:25:57,,BS 019_2L1RE00425,Laguna Clothing A,Factory-3,line-8,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,3900,195,Line 7
2336,Naveen S,2025-03-03 14:59:05,"{""machine_id"":""DF 096_8D0RB02943""}",DF 096_8D0RB02943,Laguna Clothing A,Factory-3,Line-7,Assembly,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2249,Naveen S,2025-02-25 17:55:04,"{""machine_id"":""DF 132_8D0QL03424""}",DF 132_8D0QL03424,Laguna Clothing A,Factory-3,Line-7,Assembly,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2248,Naveen S,2025-02-25 17:53:31,"{""machine_id"":""DF 153_8D0QL03428""}",DF 153_8D0QL03428,Laguna Clothing A,Factory-3,Line-7,Assembly,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2244,Jeevaraj P,2025-02-25 10:16:49,,OL 009_RMOQM07823,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2202,Naveen S,2025-02-21 09:12:20,"{""machine_id"":""EC 022_PD2RA00038""}",EC 022_PD2RA00038,Laguna Clothing A,2nd floor,2ND FLOOR,IDLE SEC,,Cuff,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Cuff,,0,Line 7
2165,Lingesh,2025-02-13 10:01:44,"{""machine_id"":""CUFF BLOCKIM M/C 003_2893""}",CUFF BLOCKIM M/C 003_2893,Laguna Clothing A,Factory-3,Line-7,Cuff,,2ND FLOOR,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,2ND FLOOR,4200,210,Line 7
2163,Naveen S,2025-02-13 09:30:46,"{""machine_id"":""DF 189_8D0QJ06089""}",DF 189_8D0QJ06089,Laguna Clothing A,Factory-3,line-8,Front,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2155,Lingesh,2025-02-11 09:36:44,"{""machine_id"":""Front Press Single Head M/C 003_360""}",Front Press Single Head M/C 003_360,Laguna Clothing A,Factory-3,Line-7,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,,0,Line 7
2148,NAVEEN P,2025-02-10 14:44:12,"{""machine_id"":""BS 045_2L1QM00403""}",BS 045_2L1QM00403,Laguna Clothing A,Factory-2,Line-5,Cuff,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,3900,195,Line 7
2143,Naveen S,2025-02-07 12:17:58,"{""machine_id"":""OL 043_E211201100""}",OL 043_E211201100,Laguna Clothing A,Factory 1,Line-1,Back,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2142,Naveen S,2025-02-07 12:15:34,"{""machine_id"":""OL 035_RMOQD01751""}",OL 035_RMOQD01751,Laguna Clothing A,Factory-2,Line-5,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,1000,50,Line 7
2141,Naveen S,2025-02-07 12:14:15,"{""machine_id"":""FOA 13_3M8RD00401""}",FOA 13_3M8RD00401,Laguna Clothing A,Factory-2,Line-5,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,3000,150,Line 7
2133,NAVEEN P,2025-02-06 17:06:01,,NF 135_2D3GH00101,Laguna Clothing A,Factory-3,line-8,Assembly,,Assembly,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Assembly,2000,100,Line 7
2129,Naveen S,2025-02-06 12:46:56,"{""machine_id"":""OL 004_RMOQD01806""}",OL 004_RMOQD01806,Laguna Clothing A,Factory-2,Line-4,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2128,Naveen S,2025-02-06 12:45:41,"{""machine_id"":""NF 122_2D3GH00144""}",NF 122_2D3GH00144,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,2000,100,Line 7
2127,Naveen S,2025-02-06 12:44:41,"{""machine_id"":""DF 216_8D0QH00509""}",DF 216_8D0QH00509,Laguna Clothing A,Factory-2,Line-4,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2126,Naveen S,2025-02-06 12:44:16,"{""machine_id"":""DF 126_8D0QL03419""}",DF 126_8D0QL03419,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,1000,50,Line 7
2125,Naveen S,2025-02-06 12:43:44,"{""machine_id"":""DF 181_8D0RB02829""}",DF 181_8D0RB02829,Laguna Clothing A,Factory-2,Line-4,Back,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2124,Naveen S,2025-02-06 12:43:30,"{""machine_id"":""DF 156_8D0QJ06145""}",DF 156_8D0QJ06145,Laguna Clothing A,Factory-2,Line-4,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2123,Naveen S,2025-02-06 12:43:01,"{""machine_id"":""DF 188_8D0RA03694""}",DF 188_8D0RA03694,Laguna Clothing A,Factory-2,Line-4,Back,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2122,Naveen S,2025-02-06 12:42:36,"{""machine_id"":""DF 129_8D0QL03431""}",DF 129_8D0QL03431,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,1000,50,Line 7
2121,Naveen S,2025-02-06 12:42:14,"{""machine_id"":""DF 149_8D0QM03906""}",DF 149_8D0QM03906,Laguna Clothing A,Factory-2,Line-4,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2120,Naveen S,2025-02-06 12:41:34,"{""machine_id"":""DF 150_8D0RB03284""}",DF 150_8D0RB03284,Laguna Clothing A,Factory-3,Line-7,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2119,Naveen S,2025-02-06 12:40:58,"{""machine_id"":""DF 145_8D0QL03436""}",DF 145_8D0QL03436,Laguna Clothing A,Factory-2,Line-4,Front,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2118,Naveen S,2025-02-06 12:40:24,"{""machine_id"":""DF 202_8D0RB02856""}",DF 202_8D0RB02856,Laguna Clothing A,Factory-2,Line-4,Back,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2117,Naveen S,2025-02-06 12:40:00,"{""machine_id"":""DF 143_8D0RB02859""}",DF 143_8D0RB02859,Laguna Clothing A,Factory-2,Line-4,Back,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2116,Naveen S,2025-02-06 12:39:42,"{""machine_id"":""DF 138_8D0QJ06140""}",DF 138_8D0QJ06140,Laguna Clothing A,Factory-2,Line-4,Back,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2115,Naveen S,2025-02-06 12:39:19,"{""machine_id"":""DF 151_8D0QH01999""}",DF 151_8D0QH01999,Laguna Clothing A,Factory-2,Line-4,Back,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
2114,Naveen S,2025-02-06 12:39:00,"{""machine_id"":""DF 124_8D0QL03441""}",DF 124_8D0QL03441,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,1000,50,Line 7
2113,Naveen S,2025-02-06 12:38:44,"{""machine_id"":""DF 139_8D0RB02939""}",DF 139_8D0RB02939,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Sleeve,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Sleeve,1000,50,Line 7
2112,Naveen S,2025-02-06 12:38:23,"{""machine_id"":""DF 147_8D0QH00494""}",DF 147_8D0QH00494,Laguna Clothing A,Factory-2,Line-4,Back,,Front,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Front,1000,50,Line 7
2111,Naveen S,2025-02-06 12:37:53,"{""machine_id"":""DF 161_8D0QJ06209""}",DF 161_8D0QJ06209,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Back,Line-7,Factory-3,Laguna Clothing A,Approved,Laguna Clothing A,Factory-3,Line-7,Back,1000,50,Line 7
